voice_id,name,description,language,locale,gender,age,accent,category,descriptive,use_case,preview_url
SV45Oxy7wx09dotPbEsL,"Kim - Vibrant, Friendly and Clear","The speaker delivers a confident and professional message in a supportive, encouraging tone.",vi,vi-VN,female,young,standard,professional,confident,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/aebtjiDGQsYbSlwW9Va7dA5CmfC2/voices/SV45Oxy7wx09dotPbEsL/Q0a7NP0uI98LY1qP0zTY.mp3
mJLZ5p8I7Pk81BHpKwbx,Nam Sadoma - Warm and Professional,The speaker speaks with a professional tone in a casual manner.,vi,vi-VN,male,young,standard,professional,casual,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/0B9Gy9XsGPcNDeaxCHuHPhEbeq23/voices/mJLZ5p8I7Pk81BHpKwbx/182afc0c-622b-449c-99e0-1e8a6f689dc1.mp3
foH7s9fX31wFFH2yqrFa,"Huyen - Calm, Friendly and Clear","The speaker has a professional and confident tone, appropriate for a narrative story.",vi,vi-VN,female,young,standard,professional,confident,narrative_story,https://storage.googleapis.com/eleven-public-prod/database/workspace/1e1bb97afeab43e996ceefadc09fce07/voices/foH7s9fX31wFFH2yqrFa/XEIsoRs7xArbmUx1pJpp.mp3
Na53UVgcmbKZaZMsp5JE,"Linh - Calm, Gentle and Compassionate",The speaker delivers a calm and casual message in Vietnamese with a standard accent.,vi,vi-VN,female,young,standard,professional,casual,conversational,https://storage.googleapis.com/eleven-public-prod/database/user/vy5yH2PaY5Vjkf70eDZzX09NvB12/voices/Na53UVgcmbKZaZMsp5JE/4cfb85d5-4601-49e9-b6d0-2762f5743495.mp3
M1eOJnaNVAbMVhDoXfRb,"Hung Pham - Deep, Professional Actor",A man shares advice about the future and success.,vi,vi-VN,male,middle-aged,standard,professional,mature,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/SKsc2duaOjRCCkbVR5YZhRpQB4S2/voices/M1eOJnaNVAbMVhDoXfRb/K2qzekZ5iJAwykvWJf20.mp3
618Y3IAxt3co9hC3Dbsa,"Phuc - Calm, Formal Announcer",A man speaking in a calm manner about fundamental human rights.,vi,vi-VN,male,middle_aged,standard,professional,calm,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/WDmDCrj5DIaI8JK7lbjGVtoD9Ty1/voices/618Y3IAxt3co9hC3Dbsa/hEGZ14QOgGCUR05wvWhv.mp3
9EE00wK5qV6tPtpQIxvy,"Tuan - Friendly, Calm and Trustworthy",A male speaker with an American accent speaks in a professional style with a calm tone.,en,en-US,male,middle-aged,american,professional,calm,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/YEywBE4jk3NNMiHyhOkjf0X6ysL2/voices/9EE00wK5qV6tPtpQIxvy/dcd40a37-bd29-4e24-b4b1-70a045e79467.mp3
mMa5ygDNluQLD1EaTZLI,"Tuyến - Formal, Serious and Respectful",A middle-aged man speaking with an informative tone to narrate and educate the audience.,vi,vi-VN,male,middle-aged,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/iMBL1TGftfNjtUKplJLrbNiJeZT2/voices/mMa5ygDNluQLD1EaTZLI/RntBCIcoAIrNYBYJAz9N.mp3
qp0lBtq2TxYPepHSR0D1,Minh - Clear and Firm Narrator,A professional news anchor delivers informational content with a formal and crisp vocal style.,vi,vi-VN,male,middle-aged,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/BHhuzgI2Gthxsf3DrWonYeFb3sp1/voices/qp0lBtq2TxYPepHSR0D1/bRbmTZVy1pY7511nv1rZ.mp3
2wMoasbnkroyeaj9FYxI,"Dao - Reflective, Pensive and Emotional",The speaker shares a personal story about their upbringing in Hue and the life changes they experienced upon moving away.,vi,vi-VN,female,young,standard,professional,mature,narrative_story,https://storage.googleapis.com/eleven-public-prod/database/user/vZEuPMj8jzNy2NleA2vKoY0Wrvn2/voices/2wMoasbnkroyeaj9FYxI/o1e2pKHZuTZSxwTk5B6d.mp3
7hsfEc7irDn6E8br0qfw,"Hai Ly - Deep, Serious and Resonant","The speaker delivers a profound message in a calm, mature tone that aligns with its educational context.",vi,vi-VN,male,middle_aged,standard,high_quality,mature,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/kg1F3Wh21fcmmmzFovRwWFO1G8H3/voices/7hsfEc7irDn6E8br0qfw/93dcf970-15c9-4d5d-9a0e-0922217412f6.mp3
Zm5fDdtChmOUe69OSYwx,"Sơn - Warm, Soft and Gentle","This audio is an example of a peaceful, calm, and neutral voice used in a narrative story setting.",vi,vi-VN,female,young,standard,professional,calm,narrative_story,https://storage.googleapis.com/eleven-public-prod/database/user/VAXlzzoGHgYxb9NfCxLn8mRsPVx2/voices/Zm5fDdtChmOUe69OSYwx/s2zC9VyzB8mFzu8SSh4u.mp3
HAAKLJlaJeGl18MKHYeg,"Trang - Soft, Whispery and Peaceful","A sweet, cute female voice speaks in a calm and casual tone with an standard accent, perfect for social media.",vi,vi-VN,female,young,standard,professional,cute,social_media,https://storage.googleapis.com/eleven-public-prod/database/user/ZKWCW9ChxGcxXCQVbKs7dYbwcF52/voices/HAAKLJlaJeGl18MKHYeg/zD0vyJoLQimI2pdR9IDK.mp3
jpmnSYDOADVEpZksbLmc,"Nhung - Clear, Formal and Professional","The speaker delivers a formal, informative, and professional announcement.",vi,vi-VN,female,middle-aged,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/RmVK7sQIwCgL3f10fDvwffGGKe92/voices/jpmnSYDOADVEpZksbLmc/cQFGuQ32d6iC2g6OYQMk.mp3
ueSxRO0nLF1bj93J2hVt,"Trung Caha - Clear, Firm and Informative","A middle-aged man speaking in a calm manner, suitable for an informative educational video.",vi,vi-VN,male,middle_aged,standard,high_quality,calm,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/y6fKTFEG7Ee17Z1zDZHoGFNsVKY2/voices/ueSxRO0nLF1bj93J2hVt/de4ac6e9-75d7-44c5-bb50-2305dfdda280.mp3
2vT8WlUXV1qBtgiLZdSb,"Mai - Warm, Formal and Professional",A middle-aged female with a northern accent speaks in a professional tone for an informative educational purpose.,vi,vi-VN,female,middle-aged,northern,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/qfM5ikWt9kRUCRScilqlkdDoHwu2/voices/2vT8WlUXV1qBtgiLZdSb/LGmdgLp1pXX199g9qHjm.mp3
yvKg3CwzCYDTwyHnWQLg,"Steve - Calm, Expressive and Balanced",The speaker delivers a calm and professional narrative in English.,en,en-US,male,middle_aged,british,professional,calm,narrative_story,https://storage.googleapis.com/eleven-public-prod/database/workspace/4cef60ae9d524976a730b38fe1bb3361/voices/yvKg3CwzCYDTwyHnWQLg/Kyz2CqTyAxouEtOFX00x.mp3
qA5SHJ9UjGlW2QwXWR7w,Joe - Confident Idiot,"A man speaks in a confident, professional tone, delivering an advertisement.",en,en-US,male,middle_aged,american,professional,confident,advertisement,https://storage.googleapis.com/eleven-public-prod/database/workspace/b2109416c7514449a5f06540d10f0e73/voices/qA5SHJ9UjGlW2QwXWR7w/omNXT757fjXIfKPQrTSp.mp3
